,query_id,user_id,rank
193,17541,492-19-9359,5
194,14944,492-19-9359,90
195,1028,220-65-2446,40
196,13845,220-65-2446,82
197,3893,220-65-2446,8
198,6807,220-65-2446,20
199,11968,220-65-2446,54
200,4930,220-65-2446,56
201,9527,220-65-2446,71
202,5090,220-65-2446,80
203,15212,220-65-2446,42
204,11973,220-65-2446,33
205,17900,220-65-2446,5
206,17388,220-65-2446,39
207,2984,220-65-2446,2
208,12294,220-65-2446,83
209,7879,220-65-2446,99
210,18488,220-65-2446,19
211,11826,220-65-2446,94
212,3774,220-65-2446,74
213,4412,220-65-2446,57
214,3889,220-65-2446,20
215,11673,220-65-2446,30
216,8780,220-65-2446,6
217,18285,220-65-2446,2
218,11407,220-65-2446,8
219,17342,220-65-2446,40
220,13620,220-65-2446,30
221,13410,220-65-2446,76
222,8254,220-65-2446,45
223,11828,220-65-2446,72
224,18603,220-65-2446,63
225,15775,220-65-2446,78
226,1891,220-65-2446,62
227,19045,220-65-2446,89
228,1929,220-65-2446,53
229,10346,220-65-2446,42
230,12577,220-65-2446,58
231,17493,220-65-2446,49
232,9096,220-65-2446,92
233,10430,220-65-2446,64
234,15753,220-65-2446,79
235,13465,220-65-2446,94
236,2039,220-65-2446,61
237,11481,220-65-2446,46
238,7594,220-65-2446,94
239,16392,220-65-2446,69
240,17849,220-65-2446,38
241,15162,220-65-2446,62
242,4441,220-65-2446,26
243,8698,220-65-2446,30
244,15236,220-65-2446,62
245,3904,220-65-2446,99
246,1118,220-65-2446,44
247,7083,220-65-2446,81
248,6745,220-65-2446,63
249,3876,220-65-2446,77
250,14958,220-65-2446,67
251,10655,220-65-2446,19
252,2387,220-65-2446,19
253,8298,220-65-2446,30
254,8057,220-65-2446,31
255,13704,220-65-2446,7
256,10029,220-65-2446,39
257,12988,220-65-2446,63
258,15064,220-65-2446,5
259,6258,220-65-2446,33
260,9426,220-65-2446,93
261,6136,220-65-2446,76
262,14741,220-65-2446,16
263,5185,523-92-9098,80
264,8029,523-92-9098,24
265,7348,523-92-9098,21
266,5711,523-92-9098,89
267,19084,523-92-9098,2
268,12237,523-92-9098,28
269,19089,523-92-9098,3
270,3525,523-92-9098,24
271,14252,523-92-9098,91
272,7425,523-92-9098,31
273,18136,523-92-9098,68
274,626,523-92-9098,34
275,6094,523-92-9098,19
276,14979,523-92-9098,20
277,3397,523-92-9098,85
278,19264,523-92-9098,63
279,4666,523-92-9098,54
280,10898,523-92-9098,76
281,6412,523-92-9098,77
282,9940,523-92-9098,68
283,1180,523-92-9098,1
284,2345,523-92-9098,14
285,15004,523-92-9098,43
286,1638,523-92-9098,7
287,14781,523-92-9098,52
288,16891,523-92-9098,9
289,7937,523-92-9098,1
290,10299,523-92-9098,88
291,1579,523-92-9098,29
292,17681,523-92-9098,41
293,523,523-92-9098,10
294,18631,523-92-9098,60
295,11002,523-92-9098,54
296,191,523-92-9098,17
297,12727,523-92-9098,79
298,276,523-92-9098,35
299,18456,523-92-9098,75
300,732,523-92-9098,53
301,3400,523-92-9098,80
302,3683,523-92-9098,56
303,4782,523-92-9098,69
304,7389,523-92-9098,77
305,16050,523-92-9098,21
306,11620,523-92-9098,3
307,10852,523-92-9098,18
308,13997,705-73-6117,88
309,3217,705-73-6117,36
310,19938,705-73-6117,69
311,7931,705-73-6117,54
312,4934,705-73-6117,35
313,7132,705-73-6117,55
314,5447,705-73-6117,96
315,18749,705-73-6117,95
316,1036,705-73-6117,48
317,17082,705-73-6117,90
318,9472,705-73-6117,71
319,19027,705-73-6117,51
320,14369,705-73-6117,13
321,2780,705-73-6117,75
322,18234,705-73-6117,2
323,14866,705-73-6117,96
324,10877,705-73-6117,35
325,998,705-73-6117,50
326,14817,705-73-6117,60
327,10666,705-73-6117,41
328,15393,705-73-6117,12
329,14954,705-73-6117,84
330,10520,705-73-6117,10
331,13607,705-73-6117,67
332,13872,705-73-6117,0
333,9651,705-73-6117,70
334,5313,705-73-6117,40
335,3987,705-73-6117,27
336,8768,705-73-6117,45
337,11607,705-73-6117,13
338,11463,705-73-6117,88
339,10012,705-73-6117,99
340,13281,705-73-6117,48
341,4264,705-73-6117,58
342,3723,705-73-6117,85
343,13949,705-73-6117,56
344,7116,705-73-6117,98
345,7047,705-73-6117,61
346,16055,705-73-6117,8
347,156,705-73-6117,87
348,4144,705-73-6117,2
349,11181,705-73-6117,88
350,769,705-73-6117,47
351,13490,705-73-6117,30
352,692,705-73-6117,9
353,12839,705-73-6117,35
354,2117,705-73-6117,5
355,5836,705-73-6117,99
356,15408,705-73-6117,24
357,8674,705-73-6117,38
358,249,705-73-6117,30
359,13990,705-73-6117,2
360,12552,705-73-6117,6
361,18399,705-73-6117,36
362,11143,705-73-6117,68
363,14775,705-73-6117,29
364,17575,705-73-6117,71
365,19166,705-73-6117,30
366,7282,705-73-6117,31
367,6351,705-73-6117,57
368,2530,705-73-6117,36
369,5002,705-73-6117,30
370,18992,705-73-6117,24
371,6505,705-73-6117,76
372,15802,705-73-6117,43
373,5316,705-73-6117,95
374,2935,705-73-6117,53
375,11435,705-73-6117,84
376,12746,705-73-6117,33
377,9985,705-73-6117,22
378,16212,705-73-6117,53
379,14513,705-73-6117,80
380,2139,705-73-6117,1
381,15558,705-73-6117,94
382,6857,705-73-6117,33
383,18019,705-73-6117,59
384,12317,705-73-6117,66
385,159,705-73-6117,87
386,1439,705-73-6117,90
387,3606,705-73-6117,54
388,11632,705-73-6117,33
389,15087,705-73-6117,74
390,5369,705-73-6117,88
391,17619,705-73-6117,93
392,9879,705-73-6117,13
393,15577,705-73-6117,77
394,17872,705-73-6117,88
395,447,705-73-6117,37
396,16971,705-73-6117,17
397,15199,705-73-6117,89
398,19964,705-73-6117,88
399,5289,705-73-6117,27
400,1649,705-73-6117,74
401,18762,705-73-6117,24
402,10297,705-73-6117,73
403,14335,705-73-6117,87
404,438,705-73-6117,60
405,3071,705-73-6117,14
406,712,705-73-6117,39
407,12853,646-51-9260,69
408,3671,646-51-9260,86
409,8238,646-51-9260,8
410,9100,646-51-9260,78
411,12539,646-51-9260,57
412,3305,646-51-9260,6
413,6102,646-51-9260,11
414,15470,646-51-9260,73
415,12526,646-51-9260,3
416,15830,646-51-9260,41
417,16620,646-51-9260,32
418,11560,646-51-9260,20
419,8544,646-51-9260,67
420,6049,646-51-9260,58
421,14748,646-51-9260,34
422,7729,646-51-9260,60
423,385,646-51-9260,32
424,10078,646-51-9260,24
425,10507,646-51-9260,15
426,4211,646-51-9260,47
427,6702,646-51-9260,24
428,4305,646-51-9260,58
429,8274,646-51-9260,9
430,12524,646-51-9260,62
431,8296,646-51-9260,37
432,13762,646-51-9260,35
433,14688,646-51-9260,39
434,7448,646-51-9260,50
435,1191,646-51-9260,65
436,10993,646-51-9260,34
437,15227,646-51-9260,42
438,13453,646-51-9260,9
439,3548,646-51-9260,40
440,8800,646-51-9260,76
441,16936,646-51-9260,62
442,13841,646-51-9260,45
443,12966,646-51-9260,94
444,10821,646-51-9260,64
445,5734,646-51-9260,64
446,13489,646-51-9260,98
447,12250,646-51-9260,58
448,1180,646-51-9260,0
449,14309,646-51-9260,15
450,1159,646-51-9260,57
451,6082,646-51-9260,49
452,11478,646-51-9260,51
453,9145,646-51-9260,86
454,8805,646-51-9260,20
455,9735,646-51-9260,40
456,11545,646-51-9260,5
457,14643,646-51-9260,31
458,14028,646-51-9260,24
459,2605,646-51-9260,5
460,3938,646-51-9260,68
461,1441,646-51-9260,57
462,802,646-51-9260,3
463,950,646-51-9260,85
464,763,646-51-9260,77
465,4610,646-51-9260,59
466,17244,646-51-9260,35
467,13024,646-51-9260,94
468,2564,646-51-9260,69
469,19323,646-51-9260,58
470,12528,646-51-9260,27
471,9097,646-51-9260,21
472,14826,646-51-9260,0
473,6075,646-51-9260,75
474,8977,646-51-9260,54
475,11674,646-51-9260,86
476,10104,646-51-9260,75
477,184,646-51-9260,4
478,7415,646-51-9260,74
479,1363,646-51-9260,91
480,9989,646-51-9260,88
481,10720,646-51-9260,74
482,11016,646-51-9260,46
483,17421,646-51-9260,60
484,1916,282-65-1751,21
485,19355,282-65-1751,52
486,2146,494-41-1155,45
487,9799,494-41-1155,1
488,5209,494-41-1155,59
489,11898,494-41-1155,76
490,14095,494-41-1155,78
491,4715,494-41-1155,28
492,18117,494-41-1155,99
493,15052,494-41-1155,16
494,2857,494-41-1155,96
495,16562,494-41-1155,57
496,8002,494-41-1155,8
497,7158,494-41-1155,48
498,11206,494-41-1155,56
499,3122,494-41-1155,24
500,8260,494-41-1155,56
501,4021,494-41-1155,53
502,12743,494-41-1155,76
503,1406,494-41-1155,92
504,15264,494-41-1155,5
505,19339,494-41-1155,26
506,4495,494-41-1155,43
507,11833,494-41-1155,11
508,5618,494-41-1155,30
509,10801,494-41-1155,27
510,15197,494-41-1155,16
511,14762,494-41-1155,49
512,11147,494-41-1155,47
513,12656,494-41-1155,67
514,6274,494-41-1155,36
515,17871,494-41-1155,30
516,12621,494-41-1155,97
517,18961,494-41-1155,22
518,15263,494-41-1155,42
519,17526,494-41-1155,9
520,19743,494-41-1155,29
521,12166,494-41-1155,80
522,6946,494-41-1155,75
523,1200,494-41-1155,6
524,8865,494-41-1155,80
525,1340,494-41-1155,14
526,8209,494-41-1155,53
527,2839,494-41-1155,48
528,4636,494-41-1155,9
529,16312,494-41-1155,29
530,15463,494-41-1155,64
531,1316,494-41-1155,77
532,3547,494-41-1155,18
533,12928,494-41-1155,37
534,9440,494-41-1155,16
535,16327,494-41-1155,32
536,17385,494-41-1155,9
537,17950,494-41-1155,63
538,16115,494-41-1155,60
539,14560,494-41-1155,58
540,13577,494-41-1155,27
541,14778,494-41-1155,44
542,12610,494-41-1155,73
543,2384,494-41-1155,43
544,1014,494-41-1155,40
545,9393,494-41-1155,28
546,8201,494-41-1155,26
547,2925,494-41-1155,24
548,19002,494-41-1155,71
549,19625,494-41-1155,46
550,9350,494-41-1155,76
551,10965,494-41-1155,20
552,11229,494-41-1155,61
553,8564,494-41-1155,60
554,19126,494-41-1155,65
555,19028,494-41-1155,23
556,6315,494-41-1155,55
557,7020,494-41-1155,17
558,18831,494-41-1155,42
559,2187,494-41-1155,75
560,10924,494-41-1155,98
561,2543,494-41-1155,56
562,584,494-41-1155,6
563,4661,494-41-1155,19
564,1485,494-41-1155,82
565,16763,494-41-1155,91
566,19028,494-41-1155,22
567,7281,494-41-1155,14
568,895,494-41-1155,39
569,12907,494-41-1155,6
570,7494,494-41-1155,31
571,4367,494-41-1155,64
572,4027,494-41-1155,91
573,6627,494-41-1155,48
574,16356,494-41-1155,79
575,3853,494-41-1155,51
576,17806,494-41-1155,1
577,5254,494-41-1155,54
578,9182,494-41-1155,10
579,13936,494-41-1155,10
580,3232,494-41-1155,90
581,8506,494-41-1155,9
582,19304,494-41-1155,44
583,8030,494-41-1155,73
584,7750,494-41-1155,52
585,9167,494-41-1155,58
586,7520,494-41-1155,73
587,4381,494-41-1155,94
588,19870,494-41-1155,57
589,846,494-41-1155,84
590,6860,494-41-1155,72
591,15026,494-41-1155,36
592,11572,494-41-1155,1
593,8134,494-41-1155,21
594,4583,494-41-1155,99
595,12605,494-41-1155,81
596,17154,494-41-1155,94
597,3866,494-41-1155,84
598,10977,494-41-1155,28
599,11037,494-41-1155,94
600,5612,494-41-1155,63
601,11363,494-41-1155,23
602,12254,494-41-1155,72
603,19706,494-41-1155,10
604,17774,494-41-1155,21
605,8958,494-41-1155,54
606,11589,494-41-1155,23
607,19801,494-41-1155,60
608,4610,494-41-1155,73
609,19119,494-41-1155,51
610,1830,494-41-1155,48
611,593,494-41-1155,59
612,4012,494-41-1155,63
613,12500,494-41-1155,97
614,6494,494-41-1155,45
615,9453,494-41-1155,60
616,10879,494-41-1155,31
617,14331,494-41-1155,71
618,18048,494-41-1155,16
619,17376,494-41-1155,82
620,15496,494-41-1155,92
621,7630,494-41-1155,32
622,11461,494-41-1155,65
623,1767,494-41-1155,16
624,3487,494-41-1155,85
625,5097,494-41-1155,16
626,10788,494-41-1155,65
627,4449,494-41-1155,38
628,2071,494-41-1155,63
629,3379,494-41-1155,84
630,3506,494-41-1155,2
631,4256,494-41-1155,11
632,16674,494-41-1155,28
633,17238,494-41-1155,3
634,1277,494-41-1155,81
635,13386,494-41-1155,2
636,7628,494-41-1155,97
637,11128,494-41-1155,83
638,16190,494-41-1155,93
639,11501,494-41-1155,88
640,18674,494-41-1155,12
641,2777,494-41-1155,92
642,11082,494-41-1155,9
643,9348,494-41-1155,63
644,6646,494-41-1155,12
645,17473,353-94-6918,5
646,19864,353-94-6918,93
647,12833,353-94-6918,8
648,9172,353-94-6918,34
649,16978,353-94-6918,74
650,9391,353-94-6918,19
651,11370,353-94-6918,70
652,10974,353-94-6918,55
653,15944,353-94-6918,93
654,7141,507-59-4165,46
655,19029,507-59-4165,44
656,10538,507-59-4165,96
657,1618,507-59-4165,6
658,15845,507-59-4165,67
659,11730,507-59-4165,26
660,12331,507-59-4165,39
661,8957,507-59-4165,79
662,18401,507-59-4165,84
663,16299,507-59-4165,99
664,2120,507-59-4165,70
665,8900,507-59-4165,57
666,1754,507-59-4165,99
667,6370,507-59-4165,43
668,7969,507-59-4165,39
669,4499,507-59-4165,15
670,840,507-59-4165,18
671,12730,507-59-4165,56
672,8577,507-59-4165,88
673,19133,507-59-4165,26
674,5554,507-59-4165,77
675,8002,507-59-4165,92
676,18347,507-59-4165,81
677,12769,507-59-4165,28
678,7811,507-59-4165,89
679,10496,507-59-4165,43
680,3612,507-59-4165,42
681,14312,507-59-4165,75
682,7687,507-59-4165,10
683,16694,507-59-4165,45
684,17722,507-59-4165,17
685,18179,507-59-4165,69
686,10848,507-59-4165,51
687,17328,507-59-4165,94
688,3085,507-59-4165,94
689,13537,507-59-4165,3
690,7235,507-59-4165,31
691,13402,507-59-4165,71
692,19495,507-59-4165,52
693,9915,507-59-4165,67
694,5787,507-59-4165,54
695,7989,507-59-4165,99
696,5080,507-59-4165,68
697,16979,507-59-4165,19
698,4627,507-59-4165,41
699,6287,507-59-4165,18
700,1651,507-59-4165,50
701,237,507-59-4165,33
702,16446,507-59-4165,70
703,19351,507-59-4165,78
704,7079,507-59-4165,55
705,19213,507-59-4165,64
706,18843,507-59-4165,31
707,3548,507-59-4165,19
708,27,507-59-4165,25
709,13565,507-59-4165,13
710,14957,507-59-4165,8
711,9177,507-59-4165,53
712,13102,507-59-4165,96
713,17947,507-59-4165,2
714,9972,507-59-4165,81
715,618,507-59-4165,94
716,13406,507-59-4165,31
717,13270,507-59-4165,82
718,17720,507-59-4165,45
719,10753,507-59-4165,77
720,3627,507-59-4165,73
721,6226,507-59-4165,40
722,18292,507-59-4165,97
723,5380,507-59-4165,69
724,6980,507-59-4165,54
725,7793,507-59-4165,76
726,12986,507-59-4165,90
727,16758,507-59-4165,12
728,8272,507-59-4165,47
729,17138,507-59-4165,51
730,19528,507-59-4165,92
731,6440,507-59-4165,88
732,492,507-59-4165,24
733,9860,507-59-4165,42
734,610,507-59-4165,63
735,4529,507-59-4165,88
736,3369,507-59-4165,4
737,19677,507-59-4165,75
738,584,507-59-4165,58
739,12809,507-59-4165,27
740,5826,507-59-4165,64
741,17003,507-59-4165,88
742,11992,507-59-4165,44
743,11093,507-59-4165,55
744,8217,507-59-4165,46
745,17477,046-57-8226,12
746,16147,046-57-8226,71
747,3934,046-57-8226,33
748,17301,046-57-8226,76
749,19044,046-57-8226,44
750,9786,046-57-8226,86
751,19199,046-57-8226,71
752,4896,046-57-8226,52
753,2821,046-57-8226,42
754,10409,046-57-8226,80
755,15395,046-57-8226,95
756,193,046-57-8226,26
757,19138,046-57-8226,28
758,2606,046-57-8226,65
759,10536,046-57-8226,73
760,3187,046-57-8226,43
761,13295,046-57-8226,98
762,8442,046-57-8226,9
763,7642,046-57-8226,89
764,6639,046-57-8226,31
765,5949,046-57-8226,25
766,16957,046-57-8226,79
767,15951,046-57-8226,33
768,1787,046-57-8226,39
769,10900,046-57-8226,76
770,804,046-57-8226,93
771,6631,046-57-8226,42
772,7952,046-57-8226,79
773,7345,046-57-8226,17
774,7089,046-57-8226,84
775,0,046-57-8226,95
776,10314,046-57-8226,65
777,4964,046-57-8226,84
778,4603,046-57-8226,43
779,13145,046-57-8226,22
780,7714,046-57-8226,39
781,4288,046-57-8226,44
782,14225,046-57-8226,87
783,16920,046-57-8226,37
784,7548,046-57-8226,65
785,16232,046-57-8226,53
786,10769,046-57-8226,20
787,2366,046-57-8226,35
788,8816,046-57-8226,76
789,19185,046-57-8226,55
790,12544,046-57-8226,27
791,18416,046-57-8226,53
792,6570,046-57-8226,69
793,8586,046-57-8226,50
794,2064,046-57-8226,40
795,14426,046-57-8226,99
796,13163,046-57-8226,8
797,11653,046-57-8226,48
798,13827,046-57-8226,42
799,948,046-57-8226,80
800,14416,046-57-8226,90
801,1912,046-57-8226,22
802,3478,046-57-8226,79
803,16932,046-57-8226,34
804,11719,046-57-8226,93
805,411,046-57-8226,24
806,791,046-57-8226,6
807,15982,046-57-8226,37
808,5570,046-57-8226,16
809,7335,046-57-8226,25
810,7897,046-57-8226,91
811,6520,046-57-8226,85
812,615,046-57-8226,96
813,8309,046-57-8226,75
814,14789,046-57-8226,99
815,15070,046-57-8226,19
816,1512,046-57-8226,92
817,4637,046-57-8226,23
818,6774,046-57-8226,97
819,6417,046-57-8226,13
820,14949,046-57-8226,64
821,1166,046-57-8226,57
822,10355,046-57-8226,26
823,15972,046-57-8226,56
824,13816,233-04-0859,60
825,13025,233-04-0859,89
826,7856,233-04-0859,11
827,16550,233-04-0859,90
828,11102,233-04-0859,25
829,12760,233-04-0859,65
830,1024,233-04-0859,82
831,17822,233-04-0859,19
832,18350,233-04-0859,39
833,2676,233-04-0859,83
834,17793,233-04-0859,18
835,5632,233-04-0859,84
836,12403,233-04-0859,16
837,10024,233-04-0859,33
838,5075,233-04-0859,93
839,2532,233-04-0859,22
840,3386,233-04-0859,19
841,5204,233-04-0859,47
842,10558,233-04-0859,22
843,18070,233-04-0859,76
844,3432,233-04-0859,7
845,17137,233-04-0859,71
846,2095,233-04-0859,11
847,14488,233-04-0859,15
848,6027,233-04-0859,61
849,4184,233-04-0859,47
850,10301,233-04-0859,14
851,4446,233-04-0859,72
852,13810,233-04-0859,75
853,7926,233-04-0859,37
854,17454,233-04-0859,81
855,5689,233-04-0859,47
856,426,233-04-0859,64
857,19407,233-04-0859,27
858,6274,233-04-0859,43
859,16750,233-04-0859,51
860,1633,233-04-0859,84
861,18653,233-04-0859,37
862,1936,233-04-0859,15
863,5902,233-04-0859,6
864,12251,233-04-0859,61
865,5957,233-04-0859,27
866,13329,233-04-0859,73
867,14040,233-04-0859,85
868,4849,233-04-0859,42
869,8182,233-04-0859,32
870,19749,233-04-0859,46
871,6478,233-04-0859,51
872,11397,233-04-0859,3
873,11869,233-04-0859,39
874,6930,233-04-0859,36
875,15237,233-04-0859,9
876,11511,233-04-0859,24
877,5732,233-04-0859,90
878,4788,233-04-0859,62
879,3769,233-04-0859,74
880,1739,233-04-0859,54
881,4235,233-04-0859,71
882,17424,233-04-0859,80
883,12137,233-04-0859,53
884,3173,233-04-0859,49
885,15874,233-04-0859,72
886,11313,233-04-0859,64
887,4936,233-04-0859,68
888,7345,233-04-0859,38
889,14800,233-04-0859,69
890,5144,233-04-0859,87
891,12052,233-04-0859,73
892,4624,233-04-0859,5
893,3410,233-04-0859,23
894,6522,233-04-0859,63
895,8415,233-04-0859,55
896,13671,233-04-0859,38
897,682,233-04-0859,25
898,3271,233-04-0859,3
899,1274,233-04-0859,37
900,3918,233-04-0859,3
901,17402,233-04-0859,0
902,17720,233-04-0859,35
903,1994,233-04-0859,87
904,4227,233-04-0859,69
905,15187,233-04-0859,84
906,6913,233-04-0859,80
907,653,233-04-0859,72
908,6737,233-04-0859,13
909,16726,233-04-0859,89
910,13433,233-04-0859,24
911,10897,233-04-0859,40
912,18163,233-04-0859,56
913,10558,233-04-0859,33
914,9115,233-04-0859,33
915,3695,233-04-0859,75
916,16419,233-04-0859,25
917,18971,233-04-0859,47
918,10538,233-04-0859,39
919,14706,233-04-0859,45
920,6645,233-04-0859,4
921,11213,233-04-0859,34
922,2122,233-04-0859,71
923,7825,233-04-0859,7
924,3759,233-04-0859,59
925,11476,233-04-0859,98
926,14562,233-04-0859,53
927,6193,233-04-0859,17
928,14566,233-04-0859,16
929,17428,233-04-0859,12
930,19727,233-04-0859,19
931,18930,233-04-0859,24
932,16599,233-04-0859,26
933,6436,233-04-0859,32
934,1775,233-04-0859,63
935,1848,233-04-0859,87
936,15125,233-04-0859,43
937,15099,233-04-0859,46
938,7437,233-04-0859,80
939,17350,233-04-0859,90
940,16587,233-04-0859,28
941,3608,233-04-0859,77
942,1421,233-04-0859,90
943,1655,233-04-0859,49
944,6066,233-04-0859,90
945,2040,233-04-0859,89
946,18314,233-04-0859,39
947,8723,233-04-0859,68
948,14709,233-04-0859,68
949,2637,233-04-0859,74
950,12408,233-04-0859,37
951,5929,233-04-0859,36
952,2567,233-04-0859,58
953,317,233-04-0859,90
954,2345,233-04-0859,0
955,11369,233-04-0859,81
956,1000,233-04-0859,32
957,8871,233-04-0859,28
958,19751,233-04-0859,12
959,14815,233-04-0859,41
960,6430,233-04-0859,28
961,6213,233-04-0859,27
962,11122,233-04-0859,28
963,5162,233-04-0859,9
964,18545,233-04-0859,52
965,2164,233-04-0859,25
966,19146,233-04-0859,76
967,6188,233-04-0859,29
968,5937,233-04-0859,86
969,2895,233-04-0859,90
970,6830,233-04-0859,93
971,17021,233-04-0859,92
972,7064,233-04-0859,91
973,1388,233-04-0859,12
974,14135,233-04-0859,0
975,349,233-04-0859,84
976,1273,233-04-0859,74
977,18275,233-04-0859,33
978,6160,233-04-0859,89
979,10967,233-04-0859,96
980,7664,233-04-0859,76
981,1065,233-04-0859,54
982,16805,233-04-0859,82
983,15618,233-04-0859,76
984,19349,233-04-0859,70
985,17729,389-15-4828,4
986,19858,389-15-4828,88
987,16611,389-15-4828,37
988,4720,389-15-4828,39
989,635,389-15-4828,6
990,5116,389-15-4828,55
991,8794,389-15-4828,74
992,14644,389-15-4828,91
993,14832,389-15-4828,48
994,8968,389-15-4828,7
995,6943,389-15-4828,28
996,7884,389-15-4828,13
997,2276,389-15-4828,95
998,12857,389-15-4828,58
999,3874,389-15-4828,60
1000,11373,389-15-4828,51
