,query_id,user_id,rank
381,660,073-86-1638,17
382,969,073-86-1638,50
383,1545,073-86-1638,63
384,847,073-86-1638,62
385,1632,073-86-1638,96
386,369,359-77-7294,74
387,291,359-77-7294,95
388,628,359-77-7294,46
389,680,359-77-7294,15
390,1817,359-77-7294,68
391,855,359-77-7294,10
392,92,359-77-7294,93
393,715,359-77-7294,26
394,66,359-77-7294,35
395,707,359-77-7294,18
396,1270,359-77-7294,27
397,407,359-77-7294,51
398,81,359-77-7294,64
399,828,359-77-7294,79
400,579,359-77-7294,78
401,925,359-77-7294,48
402,146,359-77-7294,31
403,1103,359-77-7294,71
404,1732,359-77-7294,13
405,1453,359-77-7294,65
406,342,359-77-7294,88
407,365,359-77-7294,36
408,1465,359-77-7294,53
409,1844,359-77-7294,11
410,1748,359-77-7294,28
411,14,359-77-7294,33
412,821,359-77-7294,19
413,1754,359-77-7294,92
414,199,359-77-7294,64
415,1815,359-77-7294,83
416,51,359-77-7294,81
417,785,359-77-7294,68
418,1510,359-77-7294,82
419,45,359-77-7294,39
420,1359,359-77-7294,92
421,1959,359-77-7294,74
422,874,359-77-7294,75
423,1098,359-77-7294,82
424,686,359-77-7294,39
425,1559,359-77-7294,76
426,952,359-77-7294,24
427,457,359-77-7294,9
428,1864,359-77-7294,17
429,851,359-77-7294,88
430,559,359-77-7294,7
431,851,359-77-7294,23
432,1476,359-77-7294,32
433,331,359-77-7294,82
434,637,359-77-7294,12
435,158,359-77-7294,1
436,242,359-77-7294,83
437,1606,359-77-7294,73
438,215,359-77-7294,79
439,1711,359-77-7294,4
440,1057,359-77-7294,55
441,1364,359-77-7294,58
442,611,359-77-7294,86
443,1563,359-77-7294,81
444,1086,359-77-7294,3
445,1103,359-77-7294,73
446,712,359-77-7294,22
447,990,359-77-7294,13
448,1593,359-77-7294,98
449,988,359-77-7294,76
450,1017,359-77-7294,21
451,1423,359-77-7294,91
452,540,359-77-7294,52
453,1688,359-77-7294,22
454,382,359-77-7294,15
455,1340,359-77-7294,97
456,252,359-77-7294,21
457,1725,359-77-7294,19
458,1953,359-77-7294,15
459,752,359-77-7294,78
460,1217,359-77-7294,30
461,327,359-77-7294,75
462,1844,359-77-7294,58
463,627,359-77-7294,52
464,519,359-77-7294,52
465,719,359-77-7294,63
466,1769,359-77-7294,34
467,1841,359-77-7294,96
468,767,359-77-7294,50
469,227,359-77-7294,43
470,802,359-77-7294,16
471,1653,359-77-7294,25
472,1622,359-77-7294,88
473,967,359-77-7294,99
474,282,359-77-7294,26
475,1739,359-77-7294,34
476,1733,359-77-7294,30
477,1244,359-77-7294,44
478,1553,359-77-7294,95
479,1703,359-77-7294,68
480,1102,359-77-7294,38
481,695,359-77-7294,39
482,1867,359-77-7294,37
483,1847,359-77-7294,6
484,1633,359-77-7294,56
485,116,359-77-7294,37
486,794,359-77-7294,21
487,750,359-77-7294,51
488,1469,359-77-7294,81
489,269,359-77-7294,77
490,1757,359-77-7294,90
491,1115,359-77-7294,99
492,1663,359-77-7294,58
493,1642,359-77-7294,11
494,440,359-77-7294,18
495,1134,359-77-7294,27
496,825,359-77-7294,57
497,85,359-77-7294,52
498,829,359-77-7294,96
499,1087,359-77-7294,36
500,894,359-77-7294,66
501,1374,359-77-7294,53
502,881,359-77-7294,6
503,752,359-77-7294,24
504,90,359-77-7294,87
505,1750,359-77-7294,40
506,1904,359-77-7294,93
507,315,359-77-7294,60
508,185,359-77-7294,18
509,306,359-77-7294,20
510,149,359-77-7294,80
511,1232,359-77-7294,50
512,252,359-77-7294,12
513,1294,359-77-7294,51
514,998,359-77-7294,13
515,116,359-77-7294,89
516,1031,178-20-1633,74
517,50,178-20-1633,18
518,985,178-20-1633,40
519,520,178-20-1633,68
520,1218,178-20-1633,47
521,1093,178-20-1633,60
522,680,178-20-1633,47
523,1160,178-20-1633,72
524,1537,178-20-1633,37
525,57,178-20-1633,95
526,184,178-20-1633,38
527,12,178-20-1633,40
528,726,178-20-1633,7
529,1272,178-20-1633,46
530,330,178-20-1633,61
531,1988,178-20-1633,51
532,1203,178-20-1633,29
533,1478,178-20-1633,56
534,1619,178-20-1633,41
535,1202,178-20-1633,24
536,475,178-20-1633,39
537,1579,655-24-0951,32
538,1270,655-24-0951,18
539,1891,655-24-0951,68
540,1786,655-24-0951,58
541,1939,655-24-0951,25
542,47,655-24-0951,79
543,547,655-24-0951,63
544,397,655-24-0951,57
545,1549,655-24-0951,7
546,1146,655-24-0951,43
547,1656,655-24-0951,60
548,430,655-24-0951,29
549,1819,655-24-0951,9
550,1696,655-24-0951,64
551,506,655-24-0951,11
552,1785,655-24-0951,46
553,84,655-24-0951,25
554,1131,655-24-0951,48
555,613,655-24-0951,60
556,405,655-24-0951,31
557,62,655-24-0951,99
558,1160,655-24-0951,48
559,677,655-24-0951,65
560,299,655-24-0951,53
561,1512,655-24-0951,70
562,1609,655-24-0951,81
563,349,655-24-0951,37
564,1488,655-24-0951,63
565,1282,655-24-0951,42
566,1339,655-24-0951,12
567,1883,655-24-0951,16
568,696,655-24-0951,30
569,748,655-24-0951,11
570,1482,655-24-0951,76
571,598,655-24-0951,98
572,1281,655-24-0951,66
573,296,655-24-0951,32
574,793,655-24-0951,56
575,235,655-24-0951,63
576,1625,655-24-0951,23
577,608,655-24-0951,35
578,1831,655-24-0951,9
579,1876,655-24-0951,68
580,406,655-24-0951,42
581,1707,655-24-0951,79
582,1693,655-24-0951,50
583,29,655-24-0951,20
584,1407,655-24-0951,49
585,466,655-24-0951,83
586,1962,655-24-0951,11
587,1011,655-24-0951,38
588,1307,655-24-0951,36
589,512,655-24-0951,55
590,738,655-24-0951,72
591,1726,655-24-0951,63
592,1678,655-24-0951,45
593,1264,655-24-0951,59
594,1795,655-24-0951,66
595,333,655-24-0951,48
596,1037,655-24-0951,98
597,455,655-24-0951,49
598,1186,655-24-0951,18
599,1030,655-24-0951,89
600,1046,655-24-0951,7
601,1961,655-24-0951,46
602,669,655-24-0951,46
603,698,655-24-0951,5
604,935,655-24-0951,11
605,509,655-24-0951,68
606,1613,655-24-0951,46
607,939,440-73-0356,49
608,701,440-73-0356,86
609,1656,440-73-0356,98
610,498,440-73-0356,17
611,1205,440-73-0356,15
612,800,440-73-0356,64
613,1171,440-73-0356,20
614,1072,440-73-0356,91
615,1189,440-73-0356,24
616,201,440-73-0356,39
617,1965,440-73-0356,89
618,383,440-73-0356,77
619,1218,440-73-0356,80
620,1492,440-73-0356,66
621,1968,440-73-0356,73
622,1728,440-73-0356,28
623,248,440-73-0356,6
624,1604,440-73-0356,96
625,1674,440-73-0356,28
626,1655,440-73-0356,88
627,1486,440-73-0356,1
628,375,440-73-0356,10
629,1629,440-73-0356,96
630,1411,440-73-0356,3
631,1761,440-73-0356,9
632,1116,440-73-0356,11
633,163,440-73-0356,62
634,1221,440-73-0356,20
635,537,440-73-0356,58
636,1581,440-73-0356,17
637,1048,440-73-0356,58
638,1559,440-73-0356,17
639,1368,440-73-0356,51
640,1913,440-73-0356,7
641,208,440-73-0356,96
642,1049,440-73-0356,38
643,1055,440-73-0356,20
644,797,440-73-0356,98
645,1978,440-73-0356,50
646,1521,440-73-0356,29
647,1661,440-73-0356,96
648,1901,440-73-0356,88
649,1815,440-73-0356,29
650,535,440-73-0356,45
651,1952,440-73-0356,53
652,1459,440-73-0356,14
653,1307,440-73-0356,47
654,358,440-73-0356,49
655,1335,440-73-0356,70
656,457,440-73-0356,55
657,759,440-73-0356,92
658,1951,440-73-0356,55
659,869,440-73-0356,23
660,9,440-73-0356,59
661,1983,440-73-0356,19
662,1601,440-73-0356,73
663,767,440-73-0356,47
664,1456,440-73-0356,20
665,202,440-73-0356,17
666,373,440-73-0356,64
667,1675,440-73-0356,59
668,549,440-73-0356,24
669,1074,440-73-0356,81
670,609,440-73-0356,30
671,884,440-73-0356,61
672,11,440-73-0356,72
673,190,440-73-0356,74
674,906,440-73-0356,68
675,187,440-73-0356,50
676,1700,440-73-0356,83
677,1000,440-73-0356,48
678,995,440-73-0356,94
679,850,440-73-0356,10
680,1004,440-73-0356,53
681,866,440-73-0356,75
682,395,440-73-0356,10
683,626,440-73-0356,73
684,217,483-97-2545,26
685,958,483-97-2545,35
686,1478,483-97-2545,68
687,639,483-97-2545,99
688,1700,483-97-2545,83
689,1066,483-97-2545,49
690,336,483-97-2545,30
691,1664,483-97-2545,42
692,1465,483-97-2545,69
693,1014,483-97-2545,14
694,990,483-97-2545,44
695,284,483-97-2545,96
696,1275,483-97-2545,1
697,152,483-97-2545,10
698,637,483-97-2545,25
699,980,483-97-2545,90
700,1333,483-97-2545,32
701,1552,483-97-2545,69
702,1905,483-97-2545,36
703,1645,483-97-2545,52
704,384,483-97-2545,72
705,42,483-97-2545,25
706,811,483-97-2545,76
707,1133,483-97-2545,29
708,426,483-97-2545,3
709,1113,483-97-2545,68
710,878,483-97-2545,66
711,163,483-97-2545,49
712,1006,483-97-2545,2
713,864,483-97-2545,76
714,93,483-97-2545,15
715,518,483-97-2545,19
716,284,483-97-2545,23
717,1773,483-97-2545,93
718,654,483-97-2545,53
719,1347,483-97-2545,51
720,1631,483-97-2545,73
721,694,483-97-2545,29
722,207,483-97-2545,8
723,1560,483-97-2545,25
724,227,483-97-2545,33
725,1731,483-97-2545,30
726,1928,483-97-2545,73
727,896,483-97-2545,63
728,1253,483-97-2545,75
729,857,483-97-2545,48
730,1314,483-97-2545,40
731,1107,483-97-2545,0
732,292,483-97-2545,84
733,191,483-97-2545,67
734,1015,483-97-2545,98
735,811,483-97-2545,23
736,1691,483-97-2545,33
737,1143,483-97-2545,8
738,1757,483-97-2545,54
739,1964,483-97-2545,4
740,1759,483-97-2545,65
741,1430,483-97-2545,2
742,148,483-97-2545,73
743,704,483-97-2545,69
744,601,483-97-2545,42
745,352,483-97-2545,94
746,856,483-97-2545,64
747,1555,483-97-2545,40
748,1321,483-97-2545,25
749,801,483-97-2545,70
750,518,483-97-2545,69
751,1319,483-97-2545,17
752,1851,483-97-2545,66
753,1758,483-97-2545,89
754,340,483-97-2545,29
755,454,483-97-2545,49
756,1618,483-97-2545,99
757,185,483-97-2545,48
758,1736,483-97-2545,19
759,201,483-97-2545,2
760,1214,483-97-2545,2
761,1749,483-97-2545,44
762,108,483-97-2545,38
763,1539,483-97-2545,78
764,1299,483-97-2545,1
765,947,483-97-2545,18
766,1690,483-97-2545,26
767,1801,483-97-2545,56
768,76,483-97-2545,50
769,41,483-97-2545,2
770,442,483-97-2545,3
771,1668,483-97-2545,50
772,1744,483-97-2545,93
773,1542,483-97-2545,31
774,611,483-97-2545,78
775,1776,483-97-2545,71
776,898,483-97-2545,73
777,1353,483-97-2545,24
778,1170,483-97-2545,38
779,176,483-97-2545,72
780,527,483-97-2545,5
781,171,483-97-2545,78
782,1602,483-97-2545,43
783,310,483-97-2545,96
784,1904,483-97-2545,1
785,446,483-97-2545,33
786,1120,483-97-2545,71
787,255,483-97-2545,36
788,222,483-97-2545,0
789,360,483-97-2545,63
790,166,483-97-2545,48
791,1762,483-97-2545,40
792,1074,483-97-2545,55
793,1965,483-97-2545,60
794,129,483-97-2545,28
795,1744,483-97-2545,1
796,618,483-97-2545,25
797,651,483-97-2545,34
798,709,483-97-2545,4
799,1812,483-97-2545,36
800,1254,483-97-2545,13
801,1663,483-97-2545,46
802,638,483-97-2545,36
803,336,483-97-2545,68
804,596,483-97-2545,58
805,1795,286-98-2818,65
806,768,286-98-2818,70
807,805,286-98-2818,7
808,286,286-98-2818,18
809,483,286-98-2818,33
810,275,286-98-2818,12
811,822,286-98-2818,29
812,1146,286-98-2818,65
813,715,286-98-2818,65
814,1821,286-98-2818,38
815,1997,286-98-2818,63
816,1975,286-98-2818,60
817,1644,286-98-2818,84
818,1552,286-98-2818,79
819,344,286-98-2818,69
820,773,286-98-2818,91
821,1855,286-98-2818,85
822,1900,286-98-2818,78
823,360,286-98-2818,24
824,1825,286-98-2818,9
825,1889,286-98-2818,83
826,239,286-98-2818,81
827,110,286-98-2818,38
828,416,286-98-2818,92
829,719,286-98-2818,64
830,670,286-98-2818,31
831,1807,286-98-2818,3
832,540,286-98-2818,83
833,1512,286-98-2818,79
834,1138,286-98-2818,53
835,1029,286-98-2818,91
836,488,286-98-2818,98
837,1410,286-98-2818,60
838,1332,286-98-2818,16
839,160,286-98-2818,64
840,987,286-98-2818,13
841,916,286-98-2818,50
842,1618,286-98-2818,99
843,459,286-98-2818,57
844,1284,286-98-2818,69
845,122,286-98-2818,98
846,349,286-98-2818,17
847,1478,286-98-2818,68
848,647,286-98-2818,59
849,209,286-98-2818,80
850,1007,286-98-2818,81
851,87,286-98-2818,38
852,178,286-98-2818,35
853,973,286-98-2818,75
854,153,286-98-2818,65
855,1452,286-98-2818,57
856,1302,286-98-2818,96
857,1141,286-98-2818,42
858,925,286-98-2818,11
859,577,286-98-2818,28
860,82,286-98-2818,55
861,1606,286-98-2818,5
862,1439,286-98-2818,52
863,207,286-98-2818,50
864,77,286-98-2818,4
865,1133,286-98-2818,17
866,1620,286-98-2818,12
867,962,286-98-2818,76
868,869,286-98-2818,87
869,492,286-98-2818,67
870,1373,286-98-2818,16
871,1950,286-98-2818,79
872,747,286-98-2818,73
873,1593,286-98-2818,70
874,1079,286-98-2818,52
875,1757,286-98-2818,89
876,905,286-98-2818,71
877,1520,286-98-2818,81
878,1571,286-98-2818,51
879,1272,286-98-2818,70
880,1355,286-98-2818,43
881,1360,286-98-2818,97
882,706,286-98-2818,68
883,1630,286-98-2818,92
884,1968,286-98-2818,20
885,6,286-98-2818,30
886,1256,286-98-2818,81
887,12,286-98-2818,53
888,665,286-98-2818,76
889,391,286-98-2818,20
890,602,286-98-2818,11
891,92,286-98-2818,20
892,908,286-98-2818,80
893,987,286-98-2818,26
894,199,286-98-2818,27
895,1664,286-98-2818,0
896,286,286-98-2818,95
897,1822,286-98-2818,35
898,1521,286-98-2818,89
899,880,286-98-2818,73
900,672,286-98-2818,16
901,1931,286-98-2818,88
902,271,286-98-2818,60
903,1481,286-98-2818,83
904,963,286-98-2818,54
905,1303,286-98-2818,31
906,121,286-98-2818,95
907,1898,286-98-2818,7
908,1613,286-98-2818,44
909,373,286-98-2818,74
910,442,286-98-2818,95
911,1208,286-98-2818,81
912,217,286-98-2818,71
913,263,286-98-2818,31
914,1848,286-98-2818,3
915,525,286-98-2818,67
916,1035,286-98-2818,25
917,933,286-98-2818,52
918,482,286-98-2818,14
919,562,286-98-2818,19
920,495,286-98-2818,42
921,1729,286-98-2818,70
922,505,286-98-2818,14
923,484,286-98-2818,31
924,630,286-98-2818,17
925,1177,286-98-2818,54
926,652,286-98-2818,63
927,1757,286-98-2818,16
928,1343,286-98-2818,9
929,276,286-98-2818,73
930,1878,286-98-2818,54
931,653,286-98-2818,80
932,79,286-98-2818,6
933,327,286-98-2818,33
934,711,286-98-2818,83
935,71,286-98-2818,46
936,1382,286-98-2818,45
937,1633,286-98-2818,91
938,1494,286-98-2818,62
939,467,286-98-2818,97
940,998,286-98-2818,23
941,1726,286-98-2818,95
942,1346,286-98-2818,39
943,1634,286-98-2818,49
944,1429,286-98-2818,39
945,815,286-98-2818,63
946,172,286-98-2818,89
947,1767,286-98-2818,7
948,975,286-98-2818,42
949,997,286-98-2818,82
950,513,036-07-4594,82
951,62,036-07-4594,94
952,974,036-07-4594,39
953,567,036-07-4594,34
954,1911,036-07-4594,40
955,1498,036-07-4594,76
956,1761,036-07-4594,85
957,1534,036-07-4594,29
958,1237,036-07-4594,11
959,635,036-07-4594,2
960,1942,036-07-4594,2
961,1910,036-07-4594,74
962,1064,036-07-4594,66
963,245,036-07-4594,57
964,1695,036-07-4594,29
965,1532,036-07-4594,86
966,1385,036-07-4594,94
967,280,036-07-4594,28
968,1763,036-07-4594,74
969,680,036-07-4594,10
970,1458,036-07-4594,8
971,1121,036-07-4594,2
972,368,036-07-4594,11
973,415,036-07-4594,92
974,1167,036-07-4594,22
975,1452,036-07-4594,24
976,463,036-07-4594,36
977,823,036-07-4594,6
978,1625,036-07-4594,85
979,330,036-07-4594,19
980,1230,036-07-4594,45
981,1041,036-07-4594,27
982,1106,036-07-4594,42
983,1304,036-07-4594,72
984,1127,036-07-4594,93
985,973,036-07-4594,15
986,971,036-07-4594,97
987,1752,036-07-4594,46
988,1403,036-07-4594,49
989,1630,036-07-4594,78
990,867,036-07-4594,74
991,1606,036-07-4594,30
992,1970,036-07-4594,36
993,1170,036-07-4594,34
994,1194,036-07-4594,87
995,892,036-07-4594,64
996,1588,036-07-4594,90
997,292,036-07-4594,0
998,1762,036-07-4594,99
999,37,036-07-4594,31
1000,1197,036-07-4594,31
1001,992,036-07-4594,29
1002,1531,036-07-4594,86
1003,1369,165-45-5630,39
1004,1204,165-45-5630,27
1005,1460,165-45-5630,58
1006,1631,165-45-5630,9
1007,394,165-45-5630,59
1008,1735,165-45-5630,0
1009,740,165-45-5630,85
1010,1479,165-45-5630,35
1011,1902,165-45-5630,48
1012,1473,165-45-5630,49
1013,1827,165-45-5630,90
1014,34,165-45-5630,15
1015,888,165-45-5630,99
1016,665,165-45-5630,68
1017,818,165-45-5630,98
1018,726,165-45-5630,76
1019,570,165-45-5630,75
1020,609,165-45-5630,24
1021,1136,165-45-5630,42
1022,1201,165-45-5630,83
1023,1278,165-45-5630,67
1024,1074,165-45-5630,94
1025,16,165-45-5630,67
1026,1926,165-45-5630,43
1027,195,165-45-5630,16
1028,1948,165-45-5630,66
1029,306,165-45-5630,45
1030,382,165-45-5630,77
1031,294,165-45-5630,74
1032,1925,165-45-5630,94
